Type	Complement Status	Start	End	Gene/Locus Tag	Strand Present?	Position(s)	Position(s) 2	Position(s) 3	Position(s) 4	Position(s) 5	Position(s) 6	Position(s) 7	Position(s) 8	Position(s) 9	
CDS	Not Complement	1868163	1868363	SPNHU17_RS09385											
CDS	Not Complement	1868519	1868719	yidC	Yes	1868546	1868553	1868688							
CDS	Complement	1870514	1870714	pflA	Yes	1870533	1870571	1870599							
CDS	Complement	1871890	1872090	SPNHU17_RS09400	Yes	1871920									
CDS	Complement	1872784	1872984	purR	Yes	1872835									
CDS	Complement	1873992	1874192	SPNHU17_RS09410	Yes	1874014									
CDS	Complement	1875238	1875438	SPNHU17_RS09415	Yes	1875345									
CDS	Complement	1875902	1876102	SPNHU17_RS09420	Yes	1876077									
CDS	Complement	1876521	1876721	rpe											
CDS	Complement	1877410	1877610	rsgA											
CDS	Complement	1878284	1878484	rsmA	Yes	1878350	1878385	1878399	1878432						
CDS	Complement	1878723	1878923	SPNHU17_RS09440											
CDS	Complement	1879357	1879557	SPNHU17_RS09445											
CDS	Complement	1881389	1881589	SPNHU17_RS09450											
CDS	Complement	1881762	1881962	SPNHU17_RS09455	Yes	1881898									
CDS	Complement	1882975	1883175	SPNHU17_RS09460	Yes	1883005	1883017								
CDS	Complement	1883607	1883807	rnmV											
CDS	Complement	1884380	1884580	SPNHU17_RS09470											
CDS	Complement	1885584	1885784	SPNHU17_RS09475	Yes	1885734									
CDS	Complement	1886002	1886202	rpmH	Yes	1886171									
CDS	Complement	1887361	1887561	SPNHU17_RS09485	Yes	1887407	1887431	1887458	1887543	1887558					
CDS	Complement	1887810	1888010	SPNHU17_RS09490	Yes	1887898	1887930	1887953							
CDS	Not Complement	1887772	1887972	SPNHU17_RS09495											
CDS	Complement	1889784	1889984	SPNHU17_RS09500	Yes	1889900	1889925								
CDS	Not Complement	1889714	1889914	SPNHU17_RS09505											
CDS	Complement	1892514	1892714	ccpA	Yes	1892607	1892688	1892702							
CDS	Complement	1893538	1893738	SPNHU17_RS09515	Yes	1893619	1893626	1893668							
CDS	Complement	1894637	1894837	SPNHU17_RS09520	Yes	1894695	1894816								
CDS	Complement	1895374	1895574	SPNHU17_RS09525	Yes	1895484									
CDS	Complement	1896260	1896460	SPNHU17_RS09530	Yes	1896298	1896307	1896421							
CDS	Complement	1896441	1896641	SPNHU17_RS09535	Yes	1896536	1896546	1896565							
CDS	Complement	1896644	1896844	SPNHU17_RS09540	Yes	1896704	1896776								
tRNA	Complement	1897437	1897637	SPNHU17_RS09545	Yes	1897450									
tRNA	Complement	1897526	1897726	SPNHU17_RS09550											
tRNA	Complement	1897621	1897821	SPNHU17_RS09555											
tRNA	Complement	1897700	1897900	SPNHU17_RS09560											
tRNA	Complement	1897795	1897995	SPNHU17_RS09565											
tRNA	Complement	1897895	1898095	SPNHU17_RS09570											
tRNA	Complement	1897973	1898173	SPNHU17_RS09575											
tRNA	Complement	1898070	1898270	SPNHU17_RS09580											
CDS	Complement	1898728	1898928	nusG	Yes	1898817	1898858	1898884							
CDS	Complement	1898959	1899159	secE	Yes	1899153									
CDS	Complement	1899121	1899321	rpmG	Yes	1899182									
CDS	Complement	1901369	1901569	pbp2a	Yes	1901541									
CDS	Not Complement	1901295	1901495	SPNHU17_RS09605											
CDS	Complement	1903405	1903605	gap	Yes	1903427	1903436	1903450							
CDS	Complement	1904532	1904732	SPNHU17_RS09615	Yes	1904627									
CDS	Complement	1904791	1904991	SPNHU17_RS09620	Yes	1904960									
CDS	Complement	1905866	1906066	nadC	Yes	1905935	1906037								
CDS	Not Complement	1905903	1906103	SPNHU17_RS09630	Yes	1906092									
CDS	Not Complement	1907291	1907491	SPNHU17_RS11075	Yes	1907475	1907483								
CDS	Complement	1907973	1908173	SPNHU17_RS09635	Yes	1907993	1908085	1908158							
CDS	Complement	1909160	1909360	SPNHU17_RS09640	Yes	1909214	1909306	1909323							
CDS	Not Complement	1909118	1909318	SPNHU17_RS09645											
CDS	Not Complement	1910545	1910745	SPNHU17_RS09650	Yes	1910641	1910716								
CDS	Not Complement	1911845	1912045	SPNHU17_RS09655	Yes	1912029									
CDS	Not Complement	1912150	1912350	SPNHU17_RS09660	Yes	1912242	1912246	1912256	1912345						
CDS	Complement	1916295	1916495	adhE	Yes	1916425	1916475								
CDS	Complement	1917006	1917206	SPNHU17_RS09670	Yes	1917120	1917174								
CDS	Complement	1917436	1917636	SPNHU17_RS09675	Yes	1917460									
CDS	Complement	1917782	1917982	yajC	Yes	1917869									
CDS	Complement	1919875	1920075	tkt	Yes	1919938									
CDS	Complement	1921080	1921280	ulaG	Yes	1921158									
CDS	Complement	1922865	1923065	SPNHU17_RS09695											
CDS	Complement	1923746	1923946	SPNHU17_RS09700	Yes	1923786	1923862	1923898							
CDS	Complement	1924611	1924811	SPNHU17_RS09705											
CDS	Complement	1925280	1925480	SPNHU17_RS09710											
CDS	Complement	1925782	1925982	SPNHU17_RS09715	Yes	1925820									
CDS	Complement	1926140	1926340	SPNHU17_RS09720											
CDS	Complement	1927620	1927820	SPNHU17_RS09725	Yes	1927670									
CDS	Complement	1928374	1928574	SPNHU17_RS09730	Yes	1928501									
CDS	Complement	1929411	1929611	eloR	Yes	1929544									
CDS	Complement	1930254	1930454	SPNHU17_RS09740											
CDS	Complement	1930600	1930800	rnpA	Yes	1930690	1930703								
CDS	Complement	1931939	1932139	SPNHU17_RS09750	Yes	1932022									
CDS	Complement	1932943	1933143	SPNHU17_RS09755	Yes	1932990	1933060	1933104							
CDS	Complement	1933598	1933798	SPNHU17_RS09760	Yes	1933633	1933690								
CDS	Complement	1934148	1934348	SPNHU17_RS09765	Yes	1934182	1934189	1934194	1934287						
CDS	Complement	1934587	1934787	SPNHU17_RS09770	Yes	1934617									
CDS	Complement	1934810	1935010	SPNHU17_RS09775	Yes	1934898									
CDS	Complement	1935219	1935419	SPNHU17_RS09780											
CDS	Complement	1935538	1935738	comGC											
CDS	Complement	1936556	1936756	SPNHU17_RS09790											
CDS	Complement	1937445	1937645	SPNHU17_RS09795	Yes	1937485									
CDS	Complement	1937886	1938086	SPNHU17_RS09800	Yes	1937940	1937944								
CDS	Not Complement	1938103	1938303	SPNHU17_RS09805	Yes	1938122	1938146								
CDS	Complement	1939592	1939792	SPNHU17_RS09810											
CDS	Complement	1940906	1941106	nagA											
CDS	Complement	1942875	1943075	SPNHU17_RS09820	Yes	1942929	1942943	1942982							
CDS	Complement	1944118	1944318	tgt	Yes	1944141	1944240								
CDS	Not Complement	1944035	1944235	SPNHU17_RS09830											
CDS	Not Complement	1944903	1945103	SPNHU17_RS09835											
CDS	Complement	1945845	1946045	pcp											
CDS	Complement	1946310	1946510	SPNHU17_RS09845											
CDS	Complement	1946745	1946945	SPNHU17_RS09850	Yes	1946883									
CDS	Complement	1948207	1948407	SPNHU17_RS09855	Yes	1948264	1948329	1948398							
CDS	Complement	1948993	1949193	SPNHU17_RS09860	Yes	1949041	1949053								
CDS	Complement	1950277	1950477	SPNHU17_RS09865	Yes	1950295	1950300								
CDS	Complement	1951822	1952022	thrC	Yes	1951876	1951897	1951998							
CDS	Complement	1953175	1953375	SPNHU17_RS09875											
CDS	Complement	1953646	1953846	SPNHU17_RS09880	Yes	1953801									
CDS	Not Complement	1953787	1953987	SPNHU17_RS09885	Yes	1953862									
CDS	Not Complement	1954303	1954503	SPNHU17_RS09890	Yes	1954489									
CDS	Not Complement	1955199	1955399	SPNHU17_RS09895	Yes	1955224	1955253								
CDS	Not Complement	1955423	1955623	SPNHU17_RS09900											
CDS	Not Complement	1956832	1957032	SPNHU17_RS09905	Yes	1956848	1956853	1956871	1957021						
CDS	Not Complement	1957180	1957380	SPNHU17_RS09910	Yes	1957303									
CDS	Not Complement	1957736	1957936	SPNHU17_RS09915	Yes	1957823	1957874								
CDS	Not Complement	1958693	1958893	SPNHU17_RS09920	Yes	1958867									
CDS	Not Complement	1959489	1959689	SPNHU17_RS09925	Yes	1959491	1959592	1959657							
CDS	Not Complement	1959696	1959896	SPNHU17_RS09930	Yes	1959772									
CDS	Not Complement	1960870	1961070	SPNHU17_RS09935	Yes	1961054									
CDS	Not Complement	1961522	1961722	SPNHU17_RS09940	Yes	1961538	1961654	1961669							
CDS	Not Complement	1961751	1961951	SPNHU17_RS09945	Yes	1961803	1961850	1961938							
CDS	Complement	1963282	1963482	SPNHU17_RS09950	Yes	1963362	1963402	1963425							
CDS	Complement	1964756	1964956	gltX											
CDS	Complement	1966229	1966429	SPNHU17_RS09960	Yes	1966364	1966376								
CDS	Complement	1966395	1966595	SPNHU17_RS09965	Yes	1966461	1966558								
CDS	Complement	1967088	1967288	SPNHU17_RS09970	Yes	1967198	1967236								
CDS	Complement	1968993	1969193	patB	Yes	1969112	1969188								
CDS	Not Complement	1968985	1969185	SPNHU17_RS11080											
CDS	Complement	1971477	1971677	patA											
CDS	Complement	1974158	1974358	mutS											
CDS	Complement	1974655	1974855	argR	Yes	1974770									
CDS	Not Complement	1974591	1974791	argS											
CDS	Not Complement	1977108	1977308	SPNHU17_RS10005											
CDS	Not Complement	1977660	1977860	SPNHU17_RS10010	Yes	1977711									
CDS	Not Complement	1978368	1978568	SPNHU17_RS10015	Yes	1978381	1978451	1978490							
CDS	Not Complement	1979866	1980066	SPNHU17_RS10020	Yes	1980039									
CDS	Not Complement	1980859	1981059	pstC	Yes	1981049									
CDS	Not Complement	1981715	1981915	pstA	Yes	1981800	1981901	1981906							
CDS	Not Complement	1982532	1982732	pstB	Yes	1982709	1982718								
CDS	Not Complement	1983299	1983499	phoU	Yes	1983398	1983493								
CDS	Not Complement	1984019	1984219	SPNHU17_RS10045	Yes	1984021	1984123								
CDS	Complement	1984899	1985099	SPNHU17_RS11085	Yes	1984968									
CDS	Complement	1985246	1985446	SPNHU17_RS11090	Yes	1985393	1985413	1985422							
CDS	Not Complement	1985216	1985416	SPNHU17_RS10055											
CDS	Not Complement	1986254	1986454	galU	Yes	1986418	1986445								
CDS	Not Complement	1987571	1987771	SPNHU17_RS10065	Yes	1987715									
CDS	Complement	1989759	1989959	SPNHU17_RS10070	Yes	1989852									
CDS	Complement	1990282	1990482	SPNHU17_RS10075	Yes	1990321	1990439								
CDS	Complement	1991424	1991624	SPNHU17_RS10080	Yes	1991450	1991461								
CDS	Complement	1992190	1992390	dapD	Yes	1992251									
CDS	Complement	1993331	1993531	SPNHU17_RS10090	Yes	1993351	1993356								
CDS	Complement	1995861	1996061	pbp1b	Yes	1995900	1995974	1995996							
CDS	Not Complement	1995803	1996003	tyrS											
CDS	Complement	1999400	1999600	SPNHU17_RS10105	Yes	1999505									
CDS	Complement	1999680	1999880	SPNHU17_RS10110											
CDS	Not Complement	1999632	1999832	SPNHU17_RS10115											
CDS	Complement	2001818	2002018	SPNHU17_RS11095	Yes	2001890	2001913	2002009							
CDS	Not Complement	2001696	2001896	SPNHU17_RS10120											
CDS	Complement	2005770	2005970	glgP											
CDS	Complement	2007313	2007513	malQ											
CDS	Not Complement	2007663	2007863	SPNHU17_RS10135	Yes	2007809									
CDS	Not Complement	2009045	2009245	SPNHU17_RS10140	Yes	2009108	2009159	2009235							
CDS	Not Complement	2010339	2010539	SPNHU17_RS10145	Yes	2010507									
CDS	Not Complement	2011442	2011642	SPNHU17_RS10150	Yes	2011581	2011620	2011634							
CDS	Not Complement	2012252	2012452	SPNHU17_RS10155											
CDS	Complement	2015181	2015381	SPNHU17_RS10160	Yes	2015278	2015366								
CDS	Complement	2016922	2017122	aspS	Yes	2016983	2016994	2017024	2017056						
CDS	Complement	2017876	2018076	SPNHU17_RS10170	Yes	2017949	2018043								
CDS	Complement	2018535	2018735	SPNHU17_RS10175	Yes	2018556	2018622	2018652	2018656	2018669	2018720				
CDS	Complement	2019281	2019481	SPNHU17_RS10180	Yes	2019424									
CDS	Complement	2019481	2019681	SPNHU17_RS10185	Yes	2019504	2019529	2019608							
CDS	Complement	2019687	2019887	SPNHU17_RS10190											
CDS	Complement	2020011	2020211	SPNHU17_RS10195	Yes	2020126									
CDS	Complement	2021511	2021711	hisS	Yes	2021577	2021641	2021695							
CDS	Complement	2022836	2023036	SPNHU17_RS10205	Yes	2022908									
CDS	Complement	2023878	2024078	rgg	Yes	2023929	2023969	2024062	2024073						
CDS	Not Complement	2023802	2024002	SPNHU17_RS10215											
CDS	Complement	2026596	2026796	ilvD	Yes	2026678	2026697								
CDS	Complement	2027761	2027961	SPNHU17_RS10225											
CDS	Complement	2028615	2028815	SPNHU17_RS10230	Yes	2028772	2028787								
CDS	Complement	2029965	2030165	SPNHU17_RS10235											
CDS	Complement	2030262	2030462	SPNHU17_RS10240											
CDS	Complement	2032296	2032496	SPNHU17_RS10245	Yes	2032386	2032400								
CDS	Not Complement	2032287	2032487	SPNHU17_RS10250											
CDS	Not Complement	2033297	2033497	SPNHU17_RS10255	Yes	2033354	2033409								
CDS	Not Complement	2033649	2033849	rpmF	Yes	2033651	2033665	2033803	2033843						
CDS	Not Complement	2033847	2034047	rpmG	Yes	2033887	2033942								
CDS	Complement	2036881	2037081	pcpA	Yes	2037053	2037078								
CDS	Not Complement	2036950	2037150	SPNHU17_RS10275	Yes	2037146									
CDS	Complement	2038161	2038361	SPNHU17_RS10280	Yes	2038237	2038313	2038341							
CDS	Complement	2040367	2040567	SPNHU17_RS10285											
CDS	Complement	2041230	2041430	SPNHU17_RS10290	Yes	2041313									
CDS	Complement	2043950	2044150	SPNHU17_RS10295	Yes	2044064									
CDS	Complement	2045448	2045648	SPNHU17_RS10300	Yes	2045507	2045557	2045599	2045614	2045624	2045637				
CDS	Not Complement	2045419	2045619	SPNHU17_RS10305											
CDS	Complement	2049422	2049622	SPNHU17_RS10310											
CDS	Not Complement	2049977	2050177	arcA	Yes	2050080	2050172								
CDS	Not Complement	2051264	2051464	argF	Yes	2051433	2051449	2051456							
CDS	Not Complement	2052445	2052645	arcC	Yes	2052590	2052606								
CDS	Not Complement	2053601	2053801	SPNHU17_RS10330	Yes	2053648	2053660	2053727	2053755	2053795					
CDS	Not Complement	2055134	2055334	SPNHU17_RS10335	Yes	2055231									
CDS	Complement	2057361	2057561	SPNHU17_RS10340	Yes	2057452									
CDS	Complement	2057600	2057800	SPNHU17_RS10345	Yes	2057647									
CDS	Not Complement	2057604	2057804	SPNHU17_RS11100											
CDS	Complement	2059230	2059430	SPNHU17_RS10350	Yes	2059234	2059328								
CDS	Complement	2060526	2060726	SPNHU17_RS10355											
CDS	Complement	2062438	2062638	SPNHU17_RS10360	Yes	2062559									
CDS	Complement	2065611	2065811	SPNHU17_RS10365	Yes	2065804									
CDS	Complement	2067915	2068115	SPNHU17_RS10370											
CDS	Complement	2068774	2068974	SPNHU17_RS10375											
CDS	Complement	2069544	2069744	SPNHU17_RS10380											
CDS	Complement	2070039	2070239	SPNHU17_RS10385											
CDS	Complement	2070461	2070661	SPNHU17_RS10390											
CDS	Complement	2070894	2071094	SPNHU17_RS10395											
CDS	Complement	2071544	2071744	SPNHU17_RS10400	Yes	2071697									
CDS	Complement	2073062	2073262	SPNHU17_RS10405	Yes	2073217									
CDS	Not Complement	2073038	2073238	SPNHU17_RS10410											
CDS	Complement	2076889	2077089	adcA	Yes	2076996									
CDS	Complement	2077705	2077905	SPNHU17_RS10420	Yes	2077740									
CDS	Complement	2078402	2078602	SPNHU17_RS10425											
CDS	Complement	2078842	2079042	adcR	Yes	2078884	2078949	2078959	2079005						
CDS	Complement	2080265	2080465	dltD	Yes	2080442									
CDS	Complement	2080497	2080697	dltC	Yes	2080548	2080580								
CDS	Complement	2081755	2081955	dltB											
CDS	Complement	2083302	2083502	dltA	Yes	2083394	2083403	2083427	2083461						
CDS	Complement	2083454	2083654	SPNHU17_RS10455											
CDS	Complement	2084946	2085146	SPNHU17_RS10460	Yes	2084979	2085020	2085046							
CDS	Complement	2086676	2086876	ltrA											
CDS	Not Complement	2087584	2087784	SPNHU17_RS10470											
CDS	Complement	2088661	2088861	SPNHU17_RS10475	Yes	2088808									
CDS	Complement	2090179	2090379	SPNHU17_RS10480											
CDS	Complement	2092080	2092280	glpO											
CDS	Complement	2093630	2093830	glpK											
CDS	Complement	2095216	2095416	SPNHU17_RS10495	Yes	2095327	2095411								
CDS	Not Complement	2095181	2095381	hslO											
CDS	Not Complement	2096040	2096240	dusB	Yes	2096071	2096149	2096154	2096176	2096218					
CDS	Complement	2097691	2097891	SPNHU17_RS10510											
CDS	Complement	2098966	2099166	SPNHU17_RS10515											
CDS	Complement	2099604	2099804	SPNHU17_RS10520	Yes	2099668									
CDS	Complement	2101509	2101709	pspC	Yes	2101683									
CDS	Complement	2102115	2102315	SPNHU17_RS10530	Yes	2102242									
CDS	Complement	2103529	2103729	hk06	Yes	2103653									
CDS	Complement	2104179	2104379	rr06	Yes	2104237	2104323	2104355							
CDS	Complement	2106932	2107132	SPNHU17_RS10545											
CDS	Complement	2107392	2107592	SPNHU17_RS10550	Yes	2107446	2107467								
CDS	Complement	2108239	2108439	SPNHU17_RS10555	Yes	2108320									
CDS	Complement	2109246	2109446	SPNHU17_RS10560	Yes	2109274	2109398								
CDS	Complement	2110043	2110243	SPNHU17_RS10565											
CDS	Complement	2110296	2110496	SPNHU17_RS10570	Yes	2110336	2110357								
regulatory	Complement	2110469	2110669	riboswitch	Yes	2110508	2110521	2110532							
CDS	Complement	2111898	2112098	cbpD	Yes	2111959	2111966	2111976							
CDS	Complement	2112253	2112453	SPNHU17_RS10580	Yes	2112283	2112306	2112428							
CDS	Complement	2113607	2113807	dnaB											
CDS	Complement	2114103	2114303	rplI											
CDS	Complement	2116073	2116273	SPNHU17_RS10595	Yes	2116163	2116208								
CDS	Complement	2116757	2116957	raiA	Yes	2116853									
CDS	Complement	2117499	2117699	SPNHU17_RS10605	Yes	2117577	2117679								
CDS	Complement	2118794	2118994	SPNHU17_RS10610	Yes	2118895									
CDS	Not Complement	2118650	2118850	SPNHU17_RS10615											
CDS	Not Complement	2119570	2119770	cysK	Yes	2119572	2119592	2119652	2119683						
CDS	Complement	2121857	2122057	tsf	Yes	2121882									
CDS	Complement	2122715	2122915	rpsB	Yes	2122909									
CDS	Complement	2124117	2124317	SPNHU17_RS10635	Yes	2124243									
CDS	Complement	2124705	2124905	mreD											
CDS	Complement	2125523	2125723	mreC	Yes	2125577	2125597								
CDS	Complement	2126376	2126576	SPNHU17_RS10650	Yes	2126512									
CDS	Complement	2127208	2127408	SPNHU17_RS10655	Yes	2127340									
CDS	Complement	2128020	2128220	SPNHU17_RS10660	Yes	2128065	2128092	2128149							
CDS	Complement	2128562	2128762	pgsA											
CDS	Complement	2129394	2129594	SPNHU17_RS10670											
CDS	Complement	2130719	2130919	SPNHU17_RS10675	Yes	2130897									
CDS	Complement	2131966	2132166	SPNHU17_RS10680	Yes	2132007	2132015	2132044	2132092						
CDS	Not Complement	2131925	2132125	yaaA											
CDS	Not Complement	2132296	2132496	recF	Yes	2132380	2132442								
CDS	Complement	2135122	2135322	guaB	Yes	2135250									
CDS	Complement	2136299	2136499	trpS	Yes	2136350									
CDS	Not Complement	2136305	2136505	SPNHU17_RS10705	Yes	2136500									
CDS	Not Complement	2137989	2138189	SPNHU17_RS10710	Yes	2138062	2138083	2138121							
CDS	Complement	2141156	2141356	SPNHU17_RS11105	Yes	2141232									
CDS	Complement	2141875	2142075	SPNHU17_RS11110											
CDS	Not Complement	2142188	2142388	SPNHU17_RS10720	Yes	2142386									
tRNA	Complement	2143044	2143244	SPNHU17_RS10725	Yes	2143089	2143231								
tRNA	Complement	2143121	2143321	SPNHU17_RS10730	Yes	2143257									
CDS	Complement	2143925	2144125	comE											
CDS	Complement	2145247	2145447	comD											
CDS	Complement	2145393	2145593	comC	Yes	2145523	2145535								
tRNA	Complement	2145631	2145831	SPNHU17_RS10750	Yes	2145787									
CDS	Complement	2146154	2146354	rlmH	Yes	2146227	2146342								
CDS	Not Complement	2146137	2146337	SPNHU17_RS10760											
CDS	Not Complement	2147376	2147576	SPNHU17_RS10765	Yes	2147464	2147471	2147538	2147555						
