Type	Complement Status	Start	End	Gene/Locus Tag	Strand Present?	Position(s)	Position(s) 2	Position(s) 3	Position(s) 4	Position(s) 5	Position(s) 6	Position(s) 7	Position(s) 8	Position(s) 9	Position(s) 10	
CDS	Complement	1898728	1898928	nusG	Yes	1898736	1898741	1898757	1898899							
CDS	Complement	1898959	1899159	secE	Yes	1898980	1899051	1899075								
CDS	Complement	1899121	1899321	rpmG	Yes	1899221										
CDS	Complement	1901369	1901569	pbp2a	Yes	1901419										
CDS	Not Complement	1901295	1901495	SPNHU17_RS09605												
CDS	Complement	1903405	1903605	gap	Yes	1903415	1903482	1903538	1903550							
CDS	Complement	1904532	1904732	SPNHU17_RS09615	Yes	1904594	1904714									
CDS	Complement	1904791	1904991	SPNHU17_RS09620												
CDS	Complement	1905866	1906066	nadC												
CDS	Not Complement	1905903	1906103	SPNHU17_RS09630	Yes	1906076										
CDS	Not Complement	1907291	1907491	SPNHU17_RS11075												
CDS	Complement	1907973	1908173	SPNHU17_RS09635	Yes	1908093										
CDS	Complement	1909160	1909360	SPNHU17_RS09640	Yes	1909339										
CDS	Not Complement	1909118	1909318	SPNHU17_RS09645												
CDS	Not Complement	1910545	1910745	SPNHU17_RS09650												
CDS	Not Complement	1911845	1912045	SPNHU17_RS09655												
CDS	Not Complement	1912150	1912350	SPNHU17_RS09660												
CDS	Complement	1916295	1916495	adhE	Yes	1916301	1916314	1916343	1916369	1916387	1916398	1916431	1916439	1916444	1916483	
CDS	Complement	1917006	1917206	SPNHU17_RS09670	Yes	1917022	1917073	1917112								
CDS	Complement	1917436	1917636	SPNHU17_RS09675	Yes	1917444	1917449	1917491	1917518	1917522						
CDS	Complement	1917782	1917982	yajC	Yes	1917789	1917827	1917859	1917905	1917912	1917934					
CDS	Complement	1919875	1920075	tkt	Yes	1919883	1919888									
CDS	Complement	1921080	1921280	ulaG	Yes	1921227										
CDS	Complement	1922865	1923065	SPNHU17_RS09695	Yes	1922939	1922952	1923025								
CDS	Complement	1923746	1923946	SPNHU17_RS09700	Yes	1923766	1923819	1923831	1923840	1923852	1923882					
CDS	Complement	1924611	1924811	SPNHU17_RS09705	Yes	1924638										
CDS	Complement	1925280	1925480	SPNHU17_RS09710	Yes	1925283	1925297	1925305								
CDS	Complement	1925782	1925982	SPNHU17_RS09715	Yes	1925837	1925885	1925894								
CDS	Complement	1926140	1926340	SPNHU17_RS09720	Yes	1926148	1926156	1926199	1926335							
CDS	Complement	1927620	1927820	SPNHU17_RS09725	Yes	1927758	1927819									
CDS	Complement	1928374	1928574	SPNHU17_RS09730												
CDS	Complement	1929411	1929611	eloR	Yes	1929436	1929442	1929454	1929464	1929470	1929477					
CDS	Complement	1930254	1930454	SPNHU17_RS09740	Yes	1930263	1930310	1930336	1930347	1930434						
CDS	Complement	1930600	1930800	rnpA	Yes	1930646	1930682	1930713	1930746	1930758						
CDS	Complement	1931939	1932139	SPNHU17_RS09750	Yes	1931967	1931998	1932028	1932038	1932100	1932107					
CDS	Complement	1932943	1933143	SPNHU17_RS09755	Yes	1932964	1932976	1933053	1933129							
CDS	Complement	1933598	1933798	SPNHU17_RS09760	Yes	1933673	1933750	1933755	1933777	1933791						
CDS	Complement	1934148	1934348	SPNHU17_RS09765	Yes	1934167										
CDS	Complement	1934587	1934787	SPNHU17_RS09770	Yes	1934609										
CDS	Complement	1934810	1935010	SPNHU17_RS09775	Yes	1934829	1934849	1934855								
CDS	Complement	1935219	1935419	SPNHU17_RS09780	Yes	1935337	1935364	1935390								
CDS	Complement	1935538	1935738	comGC	Yes	1935689	1935701									
CDS	Complement	1936556	1936756	SPNHU17_RS09790												
CDS	Complement	1937445	1937645	SPNHU17_RS09795	Yes	1937519	1937533	1937556	1937574	1937595						
CDS	Complement	1937886	1938086	SPNHU17_RS09800	Yes	1937956	1938004									
CDS	Not Complement	1938103	1938303	SPNHU17_RS09805												
CDS	Complement	1939592	1939792	SPNHU17_RS09810	Yes	1939650	1939658	1939750								
CDS	Complement	1940906	1941106	nagA	Yes	1940970	1941003	1941031								
CDS	Complement	1942875	1943075	SPNHU17_RS09820	Yes	1942895	1943014									
CDS	Complement	1944118	1944318	tgt	Yes	1944289	1944313									
CDS	Not Complement	1944035	1944235	SPNHU17_RS09830												
CDS	Not Complement	1944903	1945103	SPNHU17_RS09835												
CDS	Complement	1945845	1946045	pcp	Yes	1945848	1945883	1945907								
CDS	Complement	1946310	1946510	SPNHU17_RS09845	Yes	1946317	1946329	1946338	1946407	1946506						
CDS	Complement	1946745	1946945	SPNHU17_RS09850	Yes	1946748	1946852	1946859	1946942							
CDS	Complement	1948207	1948407	SPNHU17_RS09855	Yes	1948213	1948224									
CDS	Complement	1948993	1949193	SPNHU17_RS09860	Yes	1948996	1949006	1949187								
CDS	Complement	1950277	1950477	SPNHU17_RS09865	Yes	1950313	1950418	1950460								
CDS	Complement	1951822	1952022	thrC	Yes	1951871	1951942	1951953	1952017							
CDS	Complement	1953175	1953375	SPNHU17_RS09875	Yes	1953191										
CDS	Complement	1953646	1953846	SPNHU17_RS09880	Yes	1953712	1953771									
CDS	Not Complement	1953787	1953987	SPNHU17_RS09885	Yes	1953929										
CDS	Not Complement	1954303	1954503	SPNHU17_RS09890	Yes	1954463										
CDS	Not Complement	1955199	1955399	SPNHU17_RS09895	Yes	1955239										
CDS	Not Complement	1955423	1955623	SPNHU17_RS09900	Yes	1955429	1955441	1955488	1955493	1955548						
CDS	Not Complement	1956832	1957032	SPNHU17_RS09905	Yes	1956946	1956980									
CDS	Not Complement	1957180	1957380	SPNHU17_RS09910												
CDS	Not Complement	1957736	1957936	SPNHU17_RS09915												
CDS	Not Complement	1958693	1958893	SPNHU17_RS09920												
CDS	Not Complement	1959489	1959689	SPNHU17_RS09925	Yes	1959506	1959633									
CDS	Not Complement	1959696	1959896	SPNHU17_RS09930	Yes	1959733										
CDS	Not Complement	1960870	1961070	SPNHU17_RS09935												
CDS	Not Complement	1961522	1961722	SPNHU17_RS09940												
CDS	Not Complement	1961751	1961951	SPNHU17_RS09945												
CDS	Complement	1963282	1963482	SPNHU17_RS09950	Yes	1963310	1963325	1963346	1963394	1963434	1963451					
CDS	Complement	1964756	1964956	gltX	Yes	1964762	1964795	1964831	1964874	1964929						
CDS	Complement	1966229	1966429	SPNHU17_RS09960	Yes	1966248	1966256	1966284	1966304							
CDS	Complement	1966395	1966595	SPNHU17_RS09965												
CDS	Complement	1967088	1967288	SPNHU17_RS09970	Yes	1967103	1967146	1967226								
CDS	Complement	1968993	1969193	patB	Yes	1969086	1969107	1969137								
CDS	Not Complement	1968985	1969185	SPNHU17_RS11080												
CDS	Complement	1971477	1971677	patA	Yes	1971483	1971531	1971633								
CDS	Complement	1974158	1974358	mutS	Yes	1974162	1974176	1974221								
CDS	Complement	1974655	1974855	argR	Yes	1974724	1974736	1974743								
CDS	Not Complement	1974591	1974791	argS												
CDS	Not Complement	1977108	1977308	SPNHU17_RS10005												
CDS	Not Complement	1977660	1977860	SPNHU17_RS10010	Yes	1977661	1977820									
CDS	Not Complement	1978368	1978568	SPNHU17_RS10015												
CDS	Not Complement	1979866	1980066	SPNHU17_RS10020	Yes	1979870	1979887	1979936								
CDS	Not Complement	1980859	1981059	pstC	Yes	1980982	1981038									
CDS	Not Complement	1981715	1981915	pstA	Yes	1981762	1981862									
CDS	Not Complement	1982532	1982732	pstB												
CDS	Not Complement	1983299	1983499	phoU	Yes	1983366	1983385	1983468								
CDS	Not Complement	1984019	1984219	SPNHU17_RS10045												
CDS	Complement	1984899	1985099	SPNHU17_RS11085	Yes	1984920	1984937	1985093								
CDS	Complement	1985246	1985446	SPNHU17_RS11090	Yes	1985275	1985335									
CDS	Not Complement	1985216	1985416	SPNHU17_RS10055												
CDS	Not Complement	1986254	1986454	galU	Yes	1986275										
CDS	Not Complement	1987571	1987771	SPNHU17_RS10065	Yes	1987578										
CDS	Complement	1989759	1989959	SPNHU17_RS10070	Yes	1989796										
CDS	Complement	1990282	1990482	SPNHU17_RS10075	Yes	1990315										
CDS	Complement	1991424	1991624	SPNHU17_RS10080	Yes	1991551	1991593									
CDS	Complement	1992190	1992390	dapD												
CDS	Complement	1993331	1993531	SPNHU17_RS10090												
CDS	Complement	1995861	1996061	pbp1b	Yes	1995868	1995905	1995923	1996045							
CDS	Not Complement	1995803	1996003	tyrS												
CDS	Complement	1999400	1999600	SPNHU17_RS10105	Yes	1999441	1999528	1999594								
CDS	Complement	1999680	1999880	SPNHU17_RS10110	Yes	1999689	1999734	1999765	1999804							
CDS	Not Complement	1999632	1999832	SPNHU17_RS10115												
CDS	Complement	2001818	2002018	SPNHU17_RS11095	Yes	2001833	2001921	2001971								
CDS	Not Complement	2001696	2001896	SPNHU17_RS10120												
CDS	Complement	2005770	2005970	glgP	Yes	2005802	2005822	2005914								
CDS	Complement	2007313	2007513	malQ	Yes	2007358	2007399									
CDS	Not Complement	2007663	2007863	SPNHU17_RS10135	Yes	2007685	2007694	2007778	2007822							
CDS	Not Complement	2009045	2009245	SPNHU17_RS10140	Yes	2009209										
CDS	Not Complement	2010339	2010539	SPNHU17_RS10145												
CDS	Not Complement	2011442	2011642	SPNHU17_RS10150	Yes	2011512	2011594									
CDS	Not Complement	2012252	2012452	SPNHU17_RS10155	Yes	2012418										
CDS	Complement	2015181	2015381	SPNHU17_RS10160	Yes	2015302										
CDS	Complement	2016922	2017122	aspS	Yes	2016928	2017117									
CDS	Complement	2017876	2018076	SPNHU17_RS10170	Yes	2017970										
CDS	Complement	2018535	2018735	SPNHU17_RS10175												
CDS	Complement	2019281	2019481	SPNHU17_RS10180	Yes	2019298	2019320	2019325								
CDS	Complement	2019481	2019681	SPNHU17_RS10185	Yes	2019522	2019544									
CDS	Complement	2019687	2019887	SPNHU17_RS10190	Yes	2019756	2019761	2019863	2019873							
CDS	Complement	2020011	2020211	SPNHU17_RS10195	Yes	2020024	2020037	2020069								
CDS	Complement	2021511	2021711	hisS												
CDS	Complement	2022836	2023036	SPNHU17_RS10205	Yes	2023011										
CDS	Complement	2023878	2024078	rgg	Yes	2023904	2023924									
CDS	Not Complement	2023802	2024002	SPNHU17_RS10215												
CDS	Complement	2026596	2026796	ilvD	Yes	2026613	2026673	2026738	2026771							
CDS	Complement	2027761	2027961	SPNHU17_RS10225	Yes	2027769	2027793	2027818	2027854	2027859						
CDS	Complement	2028615	2028815	SPNHU17_RS10230												
CDS	Complement	2029965	2030165	SPNHU17_RS10235	Yes	2029995										
CDS	Complement	2030262	2030462	SPNHU17_RS10240												
CDS	Complement	2032296	2032496	SPNHU17_RS10245	Yes	2032299	2032309	2032419	2032426							
CDS	Not Complement	2032287	2032487	SPNHU17_RS10250												
CDS	Not Complement	2033297	2033497	SPNHU17_RS10255	Yes	2033424										
CDS	Not Complement	2033649	2033849	rpmF	Yes	2033738										
CDS	Not Complement	2033847	2034047	rpmG												
CDS	Complement	2036881	2037081	pcpA	Yes	2036890	2036907									
CDS	Not Complement	2036950	2037150	SPNHU17_RS10275												
CDS	Complement	2038161	2038361	SPNHU17_RS10280	Yes	2038268	2038280	2038333								
CDS	Complement	2040367	2040567	SPNHU17_RS10285	Yes	2040375										
CDS	Complement	2041230	2041430	SPNHU17_RS10290	Yes	2041279	2041291	2041322								
CDS	Complement	2043950	2044150	SPNHU17_RS10295	Yes	2044020	2044146									
CDS	Complement	2045448	2045648	SPNHU17_RS10300	Yes	2045459	2045466	2045477	2045483	2045535	2045566	2045583				
CDS	Not Complement	2045419	2045619	SPNHU17_RS10305												
CDS	Complement	2049422	2049622	SPNHU17_RS10310	Yes	2049515	2049545									
CDS	Not Complement	2049977	2050177	arcA	Yes	2050073										
CDS	Not Complement	2051264	2051464	argF												
CDS	Not Complement	2052445	2052645	arcC	Yes	2052573										
CDS	Not Complement	2053601	2053801	SPNHU17_RS10330	Yes	2053623	2053676	2053735								
CDS	Not Complement	2055134	2055334	SPNHU17_RS10335												
CDS	Complement	2057361	2057561	SPNHU17_RS10340	Yes	2057381	2057409	2057417	2057471	2057556						
CDS	Complement	2057600	2057800	SPNHU17_RS10345	Yes	2057670	2057754									
CDS	Not Complement	2057604	2057804	SPNHU17_RS11100												
CDS	Complement	2059230	2059430	SPNHU17_RS10350	Yes	2059270	2059322	2059407								
CDS	Complement	2060526	2060726	SPNHU17_RS10355	Yes	2060535	2060594									
CDS	Complement	2062438	2062638	SPNHU17_RS10360	Yes	2062447	2062459	2062465	2062469	2062550	2062574	2062614				
CDS	Complement	2065611	2065811	SPNHU17_RS10365	Yes	2065647	2065727	2065765	2065810							
CDS	Complement	2067915	2068115	SPNHU17_RS10370	Yes	2067971	2068050	2068056								
CDS	Complement	2068774	2068974	SPNHU17_RS10375	Yes	2068815	2068945									
CDS	Complement	2069544	2069744	SPNHU17_RS10380	Yes	2069583	2069622	2069650	2069703	2069709						
CDS	Complement	2070039	2070239	SPNHU17_RS10385	Yes	2070113										
CDS	Complement	2070461	2070661	SPNHU17_RS10390	Yes	2070465	2070471	2070487	2070519	2070547						
CDS	Complement	2070894	2071094	SPNHU17_RS10395	Yes	2070913	2070938									
CDS	Complement	2071544	2071744	SPNHU17_RS10400	Yes	2071581										
CDS	Complement	2073062	2073262	SPNHU17_RS10405	Yes	2073067	2073120									
CDS	Not Complement	2073038	2073238	SPNHU17_RS10410												
CDS	Complement	2076889	2077089	adcA	Yes	2076982	2077067									
CDS	Complement	2077705	2077905	SPNHU17_RS10420												
CDS	Complement	2078402	2078602	SPNHU17_RS10425	Yes	2078413	2078599									
CDS	Complement	2078842	2079042	adcR	Yes	2078856	2078968									
CDS	Complement	2080265	2080465	dltD												
CDS	Complement	2080497	2080697	dltC	Yes	2080507	2080646	2080670								
CDS	Complement	2081755	2081955	dltB	Yes	2081798										
CDS	Complement	2083302	2083502	dltA	Yes	2083444	2083452	2083474	2083485							
CDS	Complement	2083454	2083654	SPNHU17_RS10455	Yes	2083521	2083553	2083573	2083584	2083613	2083626					
CDS	Complement	2084946	2085146	SPNHU17_RS10460												
CDS	Complement	2086676	2086876	ltrA	Yes	2086691	2086823	2086829								
CDS	Not Complement	2087584	2087784	SPNHU17_RS10470	Yes	2087619	2087645	2087706	2087758	2087775						
CDS	Complement	2088661	2088861	SPNHU17_RS10475	Yes	2088725	2088753	2088847								
CDS	Complement	2090179	2090379	SPNHU17_RS10480	Yes	2090184	2090253	2090325	2090358							
CDS	Complement	2092080	2092280	glpO	Yes	2092094	2092158	2092248	2092266							
CDS	Complement	2093630	2093830	glpK	Yes	2093665	2093703	2093759								
CDS	Complement	2095216	2095416	SPNHU17_RS10495	Yes	2095230	2095236	2095284	2095297	2095308						
CDS	Not Complement	2095181	2095381	hslO												
CDS	Not Complement	2096040	2096240	dusB	Yes	2096060	2096079									
CDS	Complement	2097691	2097891	SPNHU17_RS10510												
CDS	Complement	2098966	2099166	SPNHU17_RS10515	Yes	2099141										
CDS	Complement	2099604	2099804	SPNHU17_RS10520												
CDS	Complement	2101509	2101709	pspC	Yes	2101518	2101533	2101638								
CDS	Complement	2102115	2102315	SPNHU17_RS10530	Yes	2102129	2102266	2102308								
CDS	Complement	2103529	2103729	hk06	Yes	2103556	2103657									
CDS	Complement	2104179	2104379	rr06	Yes	2104192	2104220	2104242	2104279							
CDS	Complement	2106932	2107132	SPNHU17_RS10545	Yes	2106947	2107107									
CDS	Complement	2107392	2107592	SPNHU17_RS10550	Yes	2107451	2107511									
CDS	Complement	2108239	2108439	SPNHU17_RS10555	Yes	2108245	2108301	2108358	2108421							
CDS	Complement	2109246	2109446	SPNHU17_RS10560	Yes	2109255	2109263	2109269	2109297	2109317	2109405					
CDS	Complement	2110043	2110243	SPNHU17_RS10565	Yes	2110173										
CDS	Complement	2110296	2110496	SPNHU17_RS10570	Yes	2110319										
regulatory	Complement	2110469	2110669	riboswitch	Yes	2110536	2110552									
CDS	Complement	2111898	2112098	cbpD	Yes	2111981	2112016									
CDS	Complement	2112253	2112453	SPNHU17_RS10580	Yes	2112345										
CDS	Complement	2113607	2113807	dnaB	Yes	2113663	2113705									
CDS	Complement	2114103	2114303	rplI	Yes	2114112	2114120	2114129	2114144	2114156						
CDS	Complement	2116073	2116273	SPNHU17_RS10595	Yes	2116241										
CDS	Complement	2116757	2116957	raiA	Yes	2116773	2116812	2116835	2116894							
CDS	Complement	2117499	2117699	SPNHU17_RS10605	Yes	2117531										
CDS	Complement	2118794	2118994	SPNHU17_RS10610												
CDS	Not Complement	2118650	2118850	SPNHU17_RS10615												
CDS	Not Complement	2119570	2119770	cysK	Yes	2119607	2119706									
CDS	Complement	2121857	2122057	tsf	Yes	2121971	2121995									
CDS	Complement	2122715	2122915	rpsB	Yes	2122724	2122741	2122831	2122848	2122858						
CDS	Complement	2124117	2124317	SPNHU17_RS10635	Yes	2124228										
CDS	Complement	2124705	2124905	mreD	Yes	2124847										
CDS	Complement	2125523	2125723	mreC	Yes	2125660	2125688									
CDS	Complement	2126376	2126576	SPNHU17_RS10650	Yes	2126554										
CDS	Complement	2127208	2127408	SPNHU17_RS10655	Yes	2127231	2127246	2127332	2127372	2127382						
CDS	Complement	2128020	2128220	SPNHU17_RS10660	Yes	2128023	2128186									
CDS	Complement	2128562	2128762	pgsA	Yes	2128571	2128624	2128729								
CDS	Complement	2129394	2129594	SPNHU17_RS10670	Yes	2129413	2129522	2129535	2129564							
CDS	Complement	2130719	2130919	SPNHU17_RS10675	Yes	2130755	2130840									
CDS	Complement	2131966	2132166	SPNHU17_RS10680	Yes	2132020	2132063									
CDS	Not Complement	2131925	2132125	yaaA												
CDS	Not Complement	2132296	2132496	recF												
CDS	Complement	2135122	2135322	guaB	Yes	2135132	2135140	2135144	2135237	2135260						
CDS	Complement	2136299	2136499	trpS	Yes	2136326	2136457	2136466								
CDS	Not Complement	2136305	2136505	SPNHU17_RS10705												
CDS	Not Complement	2137989	2138189	SPNHU17_RS10710	Yes	2138169										
CDS	Complement	2141156	2141356	SPNHU17_RS11105	Yes	2141180	2141193									
CDS	Complement	2141875	2142075	SPNHU17_RS11110	Yes	2141913	2141933									
CDS	Not Complement	2142188	2142388	SPNHU17_RS10720												
tRNA	Complement	2143044	2143244	SPNHU17_RS10725	Yes	2143158	2143191	2143213								
tRNA	Complement	2143121	2143321	SPNHU17_RS10730	Yes	2143265	2143276	2143286								
CDS	Complement	2143925	2144125	comE	Yes	2143984	2144021	2144049								
CDS	Complement	2145247	2145447	comD	Yes	2145256	2145266	2145278	2145351	2145391	2145419					
CDS	Complement	2145393	2145593	comC	Yes	2145462	2145498									
tRNA	Complement	2145631	2145831	SPNHU17_RS10750	Yes	2145675										
CDS	Complement	2146154	2146354	rlmH	Yes	2146185	2146217	2146238	2146310							
CDS	Not Complement	2146137	2146337	SPNHU17_RS10760												
CDS	Not Complement	2147376	2147576	SPNHU17_RS10765												
